property;value
forearmRight;0.319679
shoulder;0.256953
upperBody;0.255505
hip;0.114754
lowerBody;0.3556
body;0.611068
lowerLegLeft;0.356853
upperLegLeft;0.497791
upperLegRight;0.476709
lowerLegRight;0.483845
forearmLeft;0.291457
upperarmLeft;0.317721
shoulderHalfLeft;0.134517
neck;0.0819731
shoulderHalfRight;0.17195
upperarmRight;0.266999
forearmRight;0.319856
shoulder;0.2569
upperBody;0.255524
hip;0.114686
lowerBody;0.355636
body;0.611122
lowerLegLeft;0.356715
upperLegLeft;0.498112
upperLegRight;0.476658
lowerLegRight;0.484042
forearmLeft;0.291361
upperarmLeft;0.317701
shoulderHalfLeft;0.134631
neck;0.0819832
shoulderHalfRight;0.171855
upperarmRight;0.266943
forearmRight;0.319885
shoulder;0.256785
upperBody;0.255551
hip;0.114691
lowerBody;0.35566
body;0.611171
lowerLegLeft;0.355664
upperLegLeft;0.498205
upperLegRight;0.477188
lowerLegRight;0.482958
forearmLeft;0.29124
upperarmLeft;0.317631
shoulderHalfLeft;0.134311
neck;0.0819852
shoulderHalfRight;0.171741
upperarmRight;0.266897
forearmRight;0.31988
shoulder;0.256289
upperBody;0.255551
hip;0.114717
lowerBody;0.355664
body;0.611176
lowerLegLeft;0.355881
upperLegLeft;0.497932
upperLegRight;0.477082
lowerLegRight;0.482841
forearmLeft;0.29067
upperarmLeft;0.317642
shoulderHalfLeft;0.134405
neck;0.0819671
shoulderHalfRight;0.171605
upperarmRight;0.266915
forearmRight;0.319741
shoulder;0.25638
upperBody;0.255513
hip;0.114735
lowerBody;0.355648
body;0.611121
lowerLegLeft;0.356487
upperLegLeft;0.497481
upperLegRight;0.476883
lowerLegRight;0.483098
forearmLeft;0.290758
upperarmLeft;0.317788
shoulderHalfLeft;0.134106
neck;0.0819838
shoulderHalfRight;0.172092
upperarmRight;0.266255
forearmRight;0.319748
shoulder;0.255935
upperBody;0.255558
hip;0.114714
lowerBody;0.355693
body;0.611211
lowerLegLeft;0.355802
upperLegLeft;0.497455
upperLegRight;0.476673
lowerLegRight;0.48252
forearmLeft;0.290858
upperarmLeft;0.317694
shoulderHalfLeft;0.134176
neck;0.0819851
shoulderHalfRight;0.17256
upperarmRight;0.265993
forearmRight;0.319708
shoulder;0.256361
upperBody;0.255565
hip;0.114726
lowerBody;0.355704
body;0.61123
lowerLegLeft;0.356292
upperLegLeft;0.497973
upperLegRight;0.47656
lowerLegRight;0.483449
forearmLeft;0.290916
upperarmLeft;0.317719
shoulderHalfLeft;0.134273
neck;0.0820018
shoulderHalfRight;0.172298
upperarmRight;0.266056
forearmRight;0.319416
shoulder;0.25624
upperBody;0.255606
hip;0.114699
lowerBody;0.355738
body;0.611304
lowerLegLeft;0.356143
upperLegLeft;0.498355
upperLegRight;0.476519
lowerLegRight;0.483777
forearmLeft;0.290786
upperarmLeft;0.317902
shoulderHalfLeft;0.134536
neck;0.0820878
shoulderHalfRight;0.173443
upperarmRight;0.265795
forearmRight;0.31901
shoulder;0.256535
upperBody;0.255821
hip;0.114704
lowerBody;0.355861
body;0.611646
lowerLegLeft;0.354597
upperLegLeft;0.498083
upperLegRight;0.476435
lowerLegRight;0.482162
forearmLeft;0.290811
upperarmLeft;0.317929
shoulderHalfLeft;0.13447
neck;0.082113
shoulderHalfRight;0.173279
upperarmRight;0.265933
forearmRight;0.318787
shoulder;0.256422
upperBody;0.255865
hip;0.114643
lowerBody;0.355916
body;0.611745
lowerLegLeft;0.355708
upperLegLeft;0.49775
upperLegRight;0.4765
lowerLegRight;0.482963
forearmLeft;0.290825
upperarmLeft;0.318128
shoulderHalfLeft;0.134901
neck;0.0821364
shoulderHalfRight;0.173379
upperarmRight;0.266116
forearmRight;0.318503
shoulder;0.25661
upperBody;0.255963
hip;0.114646
lowerBody;0.356043
body;0.611971
lowerLegLeft;0.355007
upperLegLeft;0.498088
upperLegRight;0.476534
lowerLegRight;0.482583
forearmLeft;0.290799
upperarmLeft;0.318068
shoulderHalfLeft;0.13507
neck;0.0821577
shoulderHalfRight;0.173171
upperarmRight;0.266473
forearmRight;0.318308
shoulder;0.25669
upperBody;0.256012
hip;0.114653
lowerBody;0.356099
body;0.612075
lowerLegLeft;0.354408
upperLegLeft;0.498138
upperLegRight;0.476529
lowerLegRight;0.482043
forearmLeft;0.290928
upperarmLeft;0.318074
shoulderHalfLeft;0.134914
neck;0.0821473
shoulderHalfRight;0.172954
upperarmRight;0.266414
forearmRight;0.318414
shoulder;0.256414
upperBody;0.255989
hip;0.114623
lowerBody;0.35611
body;0.612062
lowerLegLeft;0.355009
upperLegLeft;0.498024
upperLegRight;0.476486
lowerLegRight;0.482584
forearmLeft;0.290939
upperarmLeft;0.31832
shoulderHalfLeft;0.134641
neck;0.0821453
shoulderHalfRight;0.172783
upperarmRight;0.266325
forearmRight;0.318439
shoulder;0.256059
upperBody;0.25599
hip;0.11462
lowerBody;0.356133
body;0.612085
lowerLegLeft;0.354529
upperLegLeft;0.498198
upperLegRight;0.476439
lowerLegRight;0.482279
forearmLeft;0.291702
upperarmLeft;0.3179
shoulderHalfLeft;0.135207
neck;0.0821608
shoulderHalfRight;0.172663
upperarmRight;0.266414
forearmRight;0.317309
shoulder;0.256573
upperBody;0.256053
hip;0.114643
lowerBody;0.356271
body;0.612286
lowerLegLeft;0.352953
upperLegLeft;0.498272
upperLegRight;0.476441
lowerLegRight;0.481048
forearmLeft;0.291759
upperarmLeft;0.31793
shoulderHalfLeft;0.135535
neck;0.0821701
shoulderHalfRight;0.172953
upperarmRight;0.26643
forearmRight;0.31731
shoulder;0.256778
upperBody;0.256109
hip;0.114628
lowerBody;0.356367
body;0.612439
lowerLegLeft;0.35289
upperLegLeft;0.498372
upperLegRight;0.47647
lowerLegRight;0.480969
forearmLeft;0.291745
upperarmLeft;0.318044
shoulderHalfLeft;0.135664
neck;0.082161
shoulderHalfRight;0.172663
upperarmRight;0.266596
forearmRight;0.31718
shoulder;0.256904
upperBody;0.256087
hip;0.114617
lowerBody;0.356389
body;0.612438
lowerLegLeft;0.353202
upperLegLeft;0.497701
upperLegRight;0.476496
lowerLegRight;0.480597
forearmLeft;0.291914
upperarmLeft;0.318256
shoulderHalfLeft;0.135337
neck;0.0821752
shoulderHalfRight;0.172708
upperarmRight;0.266726
forearmRight;0.317028
shoulder;0.256435
upperBody;0.256126
hip;0.114612
lowerBody;0.356448
body;0.612535
lowerLegLeft;0.354637
upperLegLeft;0.497309
upperLegRight;0.476466
lowerLegRight;0.48169
forearmLeft;0.291798
upperarmLeft;0.318349
shoulderHalfLeft;0.135229
neck;0.0821801
shoulderHalfRight;0.172582
upperarmRight;0.267062
forearmRight;0.316763
shoulder;0.256124
upperBody;0.256146
hip;0.114634
lowerBody;0.356507
body;0.612613
lowerLegLeft;0.354368
upperLegLeft;0.496672
upperLegRight;0.476448
lowerLegRight;0.480933
forearmLeft;0.291884
upperarmLeft;0.320272
shoulderHalfLeft;0.133823
neck;0.0821947
shoulderHalfRight;0.172784
upperarmRight;0.267105
forearmRight;0.316677
shoulder;0.25354
upperBody;0.256194
hip;0.114593
lowerBody;0.356563
body;0.612719
lowerLegLeft;0.35518
upperLegLeft;0.49655
upperLegRight;0.476455
lowerLegRight;0.481629
forearmLeft;0.291748
upperarmLeft;0.319722
shoulderHalfLeft;0.134675
neck;0.0822099
shoulderHalfRight;0.173164
upperarmRight;0.267136
forearmRight;0.316143
shoulder;0.254636
upperBody;0.25626
hip;0.114589
lowerBody;0.356676
body;0.612898
lowerLegLeft;0.356798
upperLegLeft;0.496224
upperLegRight;0.476496
lowerLegRight;0.482709
forearmLeft;0.291628
upperarmLeft;0.319356
shoulderHalfLeft;0.135226
neck;0.0822168
shoulderHalfRight;0.173242
upperarmRight;0.267132
forearmRight;0.316106
shoulder;0.255316
upperBody;0.25629
hip;0.114617
lowerBody;0.356738
body;0.612989
lowerLegLeft;0.356892
upperLegLeft;0.496084
upperLegRight;0.476551
lowerLegRight;0.482663
forearmLeft;0.29152
upperarmLeft;0.318999
shoulderHalfLeft;0.135715
neck;0.082219
shoulderHalfRight;0.173293
upperarmRight;0.267217
forearmRight;0.31372
shoulder;0.255878
upperBody;0.256306
hip;0.1146
lowerBody;0.356777
body;0.613044
lowerLegLeft;0.355689
upperLegLeft;0.496488
upperLegRight;0.476996
lowerLegRight;0.481725
forearmLeft;0.291474
upperarmLeft;0.319241
shoulderHalfLeft;0.135845
neck;0.0822283
shoulderHalfRight;0.173357
upperarmRight;0.267601
forearmRight;0.313574
shoulder;0.255799
upperBody;0.256343
hip;0.114597
lowerBody;0.356842
body;0.613145
lowerLegLeft;0.355751
upperLegLeft;0.496228
upperLegRight;0.47699
lowerLegRight;0.481515
forearmLeft;0.291527
upperarmLeft;0.319415
shoulderHalfLeft;0.135833
neck;0.0822381
shoulderHalfRight;0.173231
upperarmRight;0.267513
forearmRight;0.313889
shoulder;0.255774
upperBody;0.256358
hip;0.114614
lowerBody;0.356845
body;0.613163
lowerLegLeft;0.357081
upperLegLeft;0.496034
upperLegRight;0.477022
lowerLegRight;0.482579
forearmLeft;0.291609
upperarmLeft;0.31955
shoulderHalfLeft;0.135852
neck;0.0822168
shoulderHalfRight;0.173296
upperarmRight;0.267398
forearmRight;0.313893
shoulder;0.25576
upperBody;0.256314
hip;0.11456
lowerBody;0.356819
body;0.613093
lowerLegLeft;0.356403
upperLegLeft;0.496325
upperLegRight;0.477025
lowerLegRight;0.48217
forearmLeft;0.291643
upperarmLeft;0.319428
shoulderHalfLeft;0.135618
neck;0.0821615
shoulderHalfRight;0.173327
upperarmRight;0.26761
forearmRight;0.314144
shoulder;0.256017
upperBody;0.256189
hip;0.114572
lowerBody;0.356757
body;0.612903
lowerLegLeft;0.356388
upperLegLeft;0.497276
upperLegRight;0.476937
lowerLegRight;0.483107
forearmLeft;0.291581
upperarmLeft;0.319711
shoulderHalfLeft;0.135677
neck;0.0821431
shoulderHalfRight;0.173342
upperarmRight;0.267618
forearmRight;0.314737
shoulder;0.255883
upperBody;0.256153
hip;0.11456
lowerBody;0.35674
body;0.612851
lowerLegLeft;0.356285
upperLegLeft;0.497424
upperLegRight;0.476832
lowerLegRight;0.483182
forearmLeft;0.291532
upperarmLeft;0.319205
shoulderHalfLeft;0.135686
neck;0.0821471
shoulderHalfRight;0.173364
upperarmRight;0.267697
forearmRight;0.314164
shoulder;0.255615
upperBody;0.256165
hip;0.114544
lowerBody;0.35676
body;0.612884
lowerLegLeft;0.356854
upperLegLeft;0.497445
upperLegRight;0.476807
lowerLegRight;0.483682
forearmLeft;0.291454
upperarmLeft;0.319461
shoulderHalfLeft;0.135436
neck;0.0820942
shoulderHalfRight;0.173139
upperarmRight;0.267723
forearmRight;0.314469
shoulder;0.255652
upperBody;0.256033
hip;0.11453
lowerBody;0.356714
body;0.612701
lowerLegLeft;0.355721
upperLegLeft;0.497517
upperLegRight;0.476799
lowerLegRight;0.482634
forearmLeft;0.291478
upperarmLeft;0.319109
shoulderHalfLeft;0.135478
neck;0.0820867
shoulderHalfRight;0.173223
upperarmRight;0.267726
forearmRight;0.314565
shoulder;0.255522
upperBody;0.256018
hip;0.114552
lowerBody;0.3567
body;0.612674
lowerLegLeft;0.355872
upperLegLeft;0.49766
upperLegRight;0.476845
lowerLegRight;0.482898
forearmLeft;0.291455
upperarmLeft;0.31906
shoulderHalfLeft;0.135659
neck;0.0821
shoulderHalfRight;0.173393
upperarmRight;0.267776
forearmRight;0.313969
shoulder;0.255868
upperBody;0.256048
hip;0.114583
lowerBody;0.356726
body;0.61273
lowerLegLeft;0.355799
upperLegLeft;0.498052
upperLegRight;0.476836
lowerLegRight;0.483211
forearmLeft;0.29141
upperarmLeft;0.318895
shoulderHalfLeft;0.135824
neck;0.0820701
shoulderHalfRight;0.173256
upperarmRight;0.267775
forearmRight;0.314557
shoulder;0.256208
upperBody;0.255976
hip;0.11459
lowerBody;0.356695
body;0.612625
lowerLegLeft;0.357128
upperLegLeft;0.497394
upperLegRight;0.476815
lowerLegRight;0.483815
forearmLeft;0.291503
upperarmLeft;0.319199
shoulderHalfLeft;0.135788
neck;0.0820682
shoulderHalfRight;0.173308
upperarmRight;0.267794
forearmRight;0.314586
shoulder;0.256191
upperBody;0.255973
hip;0.114602
lowerBody;0.356694
body;0.612622
lowerLegLeft;0.356888
upperLegLeft;0.497022
upperLegRight;0.476812
lowerLegRight;0.483346
forearmLeft;0.291388
upperarmLeft;0.318944
shoulderHalfLeft;0.135977
neck;0.0820661
shoulderHalfRight;0.173322
upperarmRight;0.267783
forearmRight;0.314724
shoulder;0.256454
upperBody;0.255968
hip;0.114612
lowerBody;0.35669
body;0.612614
lowerLegLeft;0.355732
upperLegLeft;0.496548
upperLegRight;0.476747
lowerLegRight;0.481976
forearmLeft;0.291467
upperarmLeft;0.318679
shoulderHalfLeft;0.13606
neck;0.0820575
shoulderHalfRight;0.173266
upperarmRight;0.26767
forearmRight;0.314936
shoulder;0.256838
upperBody;0.255951
hip;0.114582
lowerBody;0.356663
body;0.612568
lowerLegLeft;0.354088
upperLegLeft;0.496987
upperLegRight;0.477092
lowerLegRight;0.480571
forearmLeft;0.291461
upperarmLeft;0.320462
shoulderHalfLeft;0.134606
neck;0.0820593
shoulderHalfRight;0.173199
upperarmRight;0.267567
forearmRight;0.315042
shoulder;0.254256
upperBody;0.255933
hip;0.11458
lowerBody;0.356629
body;0.612514
lowerLegLeft;0.354033
upperLegLeft;0.497305
upperLegRight;0.477066
lowerLegRight;0.480712
forearmLeft;0.291461
upperarmLeft;0.320086
shoulderHalfLeft;0.134368
neck;0.0820755
shoulderHalfRight;0.173162
upperarmRight;0.267408
forearmRight;0.314554
shoulder;0.254156
upperBody;0.255959
hip;0.114531
lowerBody;0.356635
body;0.612543
lowerLegLeft;0.356204
upperLegLeft;0.496634
upperLegRight;0.476935
lowerLegRight;0.482235
forearmLeft;0.292152
upperarmLeft;0.319719
shoulderHalfLeft;0.134786
neck;0.0820923
shoulderHalfRight;0.173277
upperarmRight;0.267436
forearmRight;0.314197
shoulder;0.254736
upperBody;0.255999
hip;0.114536
lowerBody;0.356663
body;0.612612
lowerLegLeft;0.354384
upperLegLeft;0.497067
upperLegRight;0.47687
lowerLegRight;0.480988
forearmLeft;0.292036
upperarmLeft;0.319262
shoulderHalfLeft;0.135111
neck;0.0820798
shoulderHalfRight;0.173163
upperarmRight;0.267505
forearmRight;0.314025
shoulder;0.255629
upperBody;0.255965
hip;0.114537
lowerBody;0.356645
body;0.61256
lowerLegLeft;0.355506
upperLegLeft;0.497095
upperLegRight;0.4766
lowerLegRight;0.482335
forearmLeft;0.292344
upperarmLeft;0.319426
shoulderHalfLeft;0.13499
neck;0.0820573
shoulderHalfRight;0.173141
upperarmRight;0.267617
forearmRight;0.31279
shoulder;0.255591
upperBody;0.255917
hip;0.114533
lowerBody;0.35661
body;0.612476
lowerLegLeft;0.355203
upperLegLeft;0.497053
upperLegRight;0.476666
lowerLegRight;0.48188
forearmLeft;0.292288
upperarmLeft;0.319114
shoulderHalfLeft;0.135288
neck;0.0820613
shoulderHalfRight;0.173112
upperarmRight;0.267637
forearmRight;0.312917
shoulder;0.256169
upperBody;0.255928
hip;0.114535
lowerBody;0.35662
body;0.612497
lowerLegLeft;0.355864
upperLegLeft;0.496887
upperLegRight;0.476737
lowerLegRight;0.482427
forearmLeft;0.292213
upperarmLeft;0.318968
shoulderHalfLeft;0.135358
neck;0.0820231
shoulderHalfRight;0.172927
upperarmRight;0.267669
forearmRight;0.312722
shoulder;0.256612
upperBody;0.255825
hip;0.114542
lowerBody;0.356546
body;0.612319
lowerLegLeft;0.354856
upperLegLeft;0.496786
upperLegRight;0.476577
lowerLegRight;0.481589
forearmLeft;0.291893
upperarmLeft;0.319034
shoulderHalfLeft;0.135311
neck;0.0820235
shoulderHalfRight;0.172775
upperarmRight;0.267645
forearmRight;0.313054
shoulder;0.256483
upperBody;0.255816
hip;0.114535
lowerBody;0.356519
body;0.612282
lowerLegLeft;0.355253
upperLegLeft;0.496501
upperLegRight;0.476643
lowerLegRight;0.481627
forearmLeft;0.291791
upperarmLeft;0.318933
shoulderHalfLeft;0.135301
neck;0.0820018
shoulderHalfRight;0.172822
upperarmRight;0.26783
forearmRight;0.313406
shoulder;0.256644
upperBody;0.255753
hip;0.114645
lowerBody;0.356465
body;0.612166
lowerLegLeft;0.354727
upperLegLeft;0.496857
upperLegRight;0.476638
lowerLegRight;0.48145
forearmLeft;0.29179
upperarmLeft;0.318766
shoulderHalfLeft;0.135453
neck;0.0820015
shoulderHalfRight;0.172831
upperarmRight;0.267821
forearmRight;0.313425
shoulder;0.25702
upperBody;0.25575
hip;0.114655
lowerBody;0.35646
body;0.612157
lowerLegLeft;0.355584
upperLegLeft;0.496669
upperLegRight;0.476749
lowerLegRight;0.481913
forearmLeft;0.291731
upperarmLeft;0.319059
shoulderHalfLeft;0.135116
neck;0.0819767
shoulderHalfRight;0.172733
upperarmRight;0.267897
forearmRight;0.31369
shoulder;0.256998
upperBody;0.255676
hip;0.114665
lowerBody;0.356396
body;0.612019
lowerLegLeft;0.354051
upperLegLeft;0.497197
upperLegRight;0.476624
lowerLegRight;0.481059
forearmLeft;0.291608
upperarmLeft;0.318848
shoulderHalfLeft;0.135316
neck;0.0819794
shoulderHalfRight;0.173155
upperarmRight;0.26756
forearmRight;0.314015
shoulder;0.257598
upperBody;0.255679
hip;0.114664
lowerBody;0.356387
body;0.612012
lowerLegLeft;0.353463
upperLegLeft;0.496999
upperLegRight;0.476586
lowerLegRight;0.480325
forearmLeft;0.291565
upperarmLeft;0.318664
shoulderHalfLeft;0.135484
neck;0.0819892
shoulderHalfRight;0.173117
upperarmRight;0.26761
forearmRight;0.31378
shoulder;0.257755
upperBody;0.255699
hip;0.114672
lowerBody;0.356397
body;0.612044
lowerLegLeft;0.353483
upperLegLeft;0.497
upperLegRight;0.476602
lowerLegRight;0.480292
forearmLeft;0.291693
upperarmLeft;0.31855
shoulderHalfLeft;0.135706
neck;0.0820212
shoulderHalfRight;0.173243
upperarmRight;0.267762
forearmRight;0.314968
shoulder;0.257923
upperBody;0.255754
hip;0.114676
lowerBody;0.356438
body;0.612142
lowerLegLeft;0.354061
upperLegLeft;0.497147
upperLegRight;0.476484
lowerLegRight;0.481077
forearmLeft;0.291742
upperarmLeft;0.318383
shoulderHalfLeft;0.136013
neck;0.0820364
shoulderHalfRight;0.17332
upperarmRight;0.267784
forearmRight;0.31506
shoulder;0.258059
upperBody;0.255804
hip;0.114674
lowerBody;0.356467
body;0.612223
lowerLegLeft;0.353787
upperLegLeft;0.497073
upperLegRight;0.476478
lowerLegRight;0.480853
forearmLeft;0.2916
upperarmLeft;0.318275
shoulderHalfLeft;0.135932
neck;0.0820353
shoulderHalfRight;0.173344
upperarmRight;0.267782
forearmRight;0.313197
shoulder;0.257851
upperBody;0.255799
hip;0.114706
lowerBody;0.35645
body;0.612201
lowerLegLeft;0.353038
upperLegLeft;0.497497
upperLegRight;0.476463
lowerLegRight;0.48059
forearmLeft;0.291364
upperarmLeft;0.318334
shoulderHalfLeft;0.135945
neck;0.0820258
shoulderHalfRight;0.173259
upperarmRight;0.267955
forearmRight;0.313096
shoulder;0.258041
upperBody;0.255775
hip;0.114726
lowerBody;0.356412
body;0.612139
lowerLegLeft;0.352545
upperLegLeft;0.497652
upperLegRight;0.476745
lowerLegRight;0.480194
forearmLeft;0.291081
upperarmLeft;0.318297
shoulderHalfLeft;0.135979
neck;0.0820234
shoulderHalfRight;0.173269
upperarmRight;0.267852
forearmRight;0.313116
shoulder;0.258173
upperBody;0.255768
hip;0.114723
lowerBody;0.356401
body;0.612122
lowerLegLeft;0.354057
upperLegLeft;0.497686
upperLegRight;0.476722
lowerLegRight;0.481543
forearmLeft;0.29101
upperarmLeft;0.318254
shoulderHalfLeft;0.136132
neck;0.0820345
shoulderHalfRight;0.173404
upperarmRight;0.267886
forearmRight;0.313338
shoulder;0.258268
upperBody;0.255793
hip;0.114725
lowerBody;0.356408
body;0.612156
lowerLegLeft;0.353616
upperLegLeft;0.497752
upperLegRight;0.476704
lowerLegRight;0.481153
forearmLeft;0.290984
upperarmLeft;0.318296
shoulderHalfLeft;0.136186
neck;0.0820344
shoulderHalfRight;0.173349
upperarmRight;0.267893
forearmRight;0.313395
shoulder;0.258377
upperBody;0.255793
hip;0.114708
lowerBody;0.356409
body;0.612158
lowerLegLeft;0.354701
upperLegLeft;0.497761
upperLegRight;0.476682
lowerLegRight;0.482073
forearmLeft;0.290511
upperarmLeft;0.318814
shoulderHalfLeft;0.136038
neck;0.0820383
shoulderHalfRight;0.173659
upperarmRight;0.267848
forearmRight;0.313566
shoulder;0.258488
upperBody;0.2558
hip;0.114714
lowerBody;0.356404
body;0.612159
lowerLegLeft;0.355904
upperLegLeft;0.497641
upperLegRight;0.476662
lowerLegRight;0.483008
forearmLeft;0.290424
upperarmLeft;0.319081
shoulderHalfLeft;0.135824
neck;0.0820283
shoulderHalfRight;0.17351
upperarmRight;0.267879
forearmRight;0.313574
shoulder;0.258428
upperBody;0.255775
hip;0.114715
lowerBody;0.356393
body;0.61212
lowerLegLeft;0.357974
upperLegLeft;0.497464
upperLegRight;0.476592
lowerLegRight;0.484775
forearmLeft;0.290348
upperarmLeft;0.319065
shoulderHalfLeft;0.135673
neck;0.0820051
shoulderHalfRight;0.173443
upperarmRight;0.267858
forearmRight;0.313484
shoulder;0.258531
upperBody;0.255714
hip;0.114723
lowerBody;0.356338
body;0.612004
lowerLegLeft;0.355925
upperLegLeft;0.497587
upperLegRight;0.476523
lowerLegRight;0.483085
forearmLeft;0.290374
upperarmLeft;0.318786
shoulderHalfLeft;0.135601
neck;0.0820029
shoulderHalfRight;0.17441
upperarmRight;0.267187
forearmRight;0.3141
shoulder;0.259119
upperBody;0.255706
hip;0.114739
lowerBody;0.356323
body;0.611981
lowerLegLeft;0.356572
upperLegLeft;0.497937
upperLegRight;0.476664
lowerLegRight;0.483888
forearmLeft;0.290324
upperarmLeft;0.320101
shoulderHalfLeft;0.134356
neck;0.0820063
shoulderHalfRight;0.174727
upperarmRight;0.266951
forearmRight;0.314177
shoulder;0.25766
upperBody;0.255713
hip;0.114802
lowerBody;0.356327
body;0.611992
lowerLegLeft;0.357315
upperLegLeft;0.498242
upperLegRight;0.476572
lowerLegRight;0.484925
forearmLeft;0.29043
upperarmLeft;0.319967
shoulderHalfLeft;0.134491
neck;0.0820044
shoulderHalfRight;0.174533
upperarmRight;0.267003
forearmRight;0.314187
shoulder;0.257819
upperBody;0.255709
hip;0.114808
lowerBody;0.356323
body;0.611984
lowerLegLeft;0.358076
upperLegLeft;0.497593
upperLegRight;0.476555
lowerLegRight;0.485065
forearmLeft;0.29038
upperarmLeft;0.320202
shoulderHalfLeft;0.134406
neck;0.0819829
shoulderHalfRight;0.174757
upperarmRight;0.266805
forearmRight;0.314364
shoulder;0.257884
upperBody;0.255661
hip;0.1148
lowerBody;0.356281
